STT,Name,Price,RAM,Hard Drive,Weight,Brand Rank,CPU Rank,GPU Rank,Inch,Demand
249,Laptop HP Pavilion 15 eg2062TX i5 1235U/8GB/512GB/2GB MX550/Win11 (7C0W7PA),18190000,8,512,1.74,8,19,13,15.6,1
250,Laptop Lenovo V15 G4 IRU i5 1335U/16GB/512GB/Win11 (83A1000LVN),17990000,16,512,1.67,10,29,15,15.6,1
251,Laptop Dell Vostro 3430 i5 1335U/8GB/512GB/OfficeHS/Win11 (71011900),17990000,8,512,1.44,5,29,18,14,1
252,Laptop HP Pavilion 15 eg3094TU i5 1335U/8GB/512GB/Win11 (8C5L5PA),17790000,8,512,1.69,8,29,15,15.6,1
253,Laptop Lenovo Ideapad 3 15IAU7 i7 1255U/16GB/1TB/Win11 (82RK00X0VN),17790000,16,512,1.63,10,20,15,15.6,1
254,Laptop Acer Swift 3 SF314 511 55QE i5 1135G7/16GB/512GB/Win11 (NX.ABNSV.003),17690000,16,512,1.19,15,10,15,14,1
255,Laptop HP Pavilion 15 eg2036TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K782PA),16990000,8,512,1.74,8,19,13,15.6,1
256,Laptop Acer Aspire 5 Gaming A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16990000,16,512,1.7,15,33,11,15.6,1
257,Laptop HP 15s fq5077TU i7 1255U/8GB/512GB/Win11 (6K797PA),16290000,8,512,1.69,8,20,15,15.6,1
258,Laptop MSI Modern 15 B13M i5 1335U/8GB/512GB/Win11 (438VN),16290000,8,512,1.7,12,29,15,15.6,1
259,Laptop Lenovo ThinkBook 14 G4 IAP i5 1240P/8GB/512GB/Win11 (21DH00B5VN),16190000,8,512,1.4,10,28,18,14,1
260,Laptop Acer Aspire 3 A315 58 787C i7 1165G7/8GB/512GB/Win11 (NX.ADDSV.00J),15490000,8,512,1.7,15,13,15,15.6,1
261,Laptop MSI Modern 15 B7M R7 7730U/16GB/512GB/Win11 (238VN),15490000,16,512,1.75,12,32,20,15.6,1
262,Laptop Asus Vivobook 15 X1502ZA i5 1240P/8GB/512GB/Win11 (EJ120W),14990000,8,256,1.7,14,28,18,15.6,1
263,Laptop HP Pavilion 15 eg2085TU i5 1240P/8GB/256GB/Win11 (7C0Q7PA),14990000,8,256,1.72,8,28,15,15.6,1
264,Laptop HP ProBook 445 G10 R5 7530U/8GB/256GB/Win11 (878T1PA),14690000,8,256,1.38,8,26,20,14,1
265,Laptop HP Pavilion X360 14 ek0131TU i3 1215U/8GB/256GB/Touch/Win11 (7C0P6PA),14490000,8,256,1.517,8,15,18,14,1
266,Laptop HP Pavilion X360 14 ek0130TU i3 1215U/8GB/256GB/Touch/Win11 (7C0P5PA),14490000,8,512,1.53,8,15,18,14,1
267,Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),14090000,16,256,1.7,12,19,15,15.6,1
268,Laptop Asus Vivobook S 14 Flip TP3402VA i3 1315U/8GB/256GB/Touch/Win11 (LZ025W),13990000,8,256,1.5,14,17,18,14,1
269,Laptop HP Pavilion 15 eg3098TU i3 1315U/8GB/256GB/Win11 (8C5L9PA),13990000,8,512,1.68,8,17,18,15.6,1
270,Laptop Acer TravelMate P4 TMP414 51 50HX i5 1135G7/8GB/512GB/Win11 (NX.VP2SV.00T),13990000,8,512,1.4,15,10,15,14,1
271,Laptop Lenovo V14 G4 IRU i3 1315U/8GB/512GB/Win11 (83A0000TVN),13690000,8,512,1.41,10,17,18,14,1
272,Laptop MSI Modern 14 C12MO i5 1235U/16GB/512GB/Win11 (660VN),13590000,16,512,1.4,12,19,15,14,1
273,Laptop Acer Aspire 5 A514 54 511G i5 1135G7/8GB/1TB SSD/Win11 (NX.A28SV.009),13090000,8,256,1.46,15,10,15,14,1
274,Laptop HP Pavilion X360 14 ek0059TU i3 1215U/8GB/256GB/Touch/Win11 (6K7E1PA),12990000,8,512,1.517,8,15,18,14,1
275,Laptop SingPC M16 i7 1065G7/8GB/512GB/2GB MX330/Win11 Pro (M16i7108M5-W),12990000,8,512,2,0,8,16,15.6,1
276,Laptop Asus Vivobook 14 A1405VA i3 1315U/8GB/512GB/Win11 (LY097W),12490000,8,512,1.6,14,17,18,14,1
277,Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W),11490000,8,256,1.7,14,15,18,15.6,1
278,Laptop Acer Aspire 3 A315 58 382Z i3 1115G4/8GB/256GB/Win11 (NX.ADDSV.00K),11390000,8,256,1.7,15,7,18,15.6,1
279,Laptop HP Pavilion 15 eg2062TU i3 1215U/8GB/256GB/Win11 (6K790PA),11190000,8,512,1.74,8,15,18,15.6,1
280,Laptop Itel Spirit 2 i5 1155G7/8GB/512GB/Win11 (71006300203),8490000,8,256,1.7,4,12,15,15.6,1
281,Laptop itel ABLE 1S N4020/4GB/256GB/Win11 (71006300027),4390000,4,128,1.4,4,1,18,14,1
282,Laptop Masstel E140 N4120/4GB/128GB/Win10 Pro,3990000,4,128,1.35,0,2,18,14,1
293,Laptop Asus Gaming TUF Dash F15 FX517ZE i5 12450H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN045W),19590000,8,512,2,14,30,9,15.6,2
294,Laptop Asus Vivobook 15 OLED A1505ZA i5 12500H/16GB/512GB/Win11 (L1337W),16990000,16,512,1.7,14,38,15,15.6,2
295,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/2GB MX550/120Hz/OfficeHS/Win11 (70296960),18990000,8,512,1.9,5,19,13,15.6,2
296,Laptop Asus Gaming ROG Strix G15 G513IH R7 4800H/8GB/512GB/4GB GTX1650/144Hz/Win11 (HN015W),17990000,8,512,2.1,14,31,22,15.6,2
297,Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/Win11 (L1201W),22990000,16,512,1.7,14,55,15,15.6,2
298,Laptop Asus Vivobook 14X OLED K3405VC i5 13500H/16GB/512GB/4GB RTX3050/Win11 (KM006W),24990000,16,512,1.4,14,39,9,14,2
299,Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),33490000,16,1024,2.25,12,46,5,15.6,2
300,Laptop Asus Gaming ROG Strix G17 G713RW R9 6900HX/32GB/1TB/8GB RTX3070Ti/240Hz/Balo/Win11 (LL178W),43990000,32,1024,2.9,14,43,4,17.3,2
301,Laptop Apple MacBook Pro 14 inch M2 Pro 2023 10-core CPU/16GB/512GB/16-core GPU,47690000,16,512,1.6,1,24,25,14.2,2
302,Laptop Asus TUF Gaming F15 FX507ZU4 i7 12700H/8GB/512GB/6GB RTX4050/144Hz/Win11 (LP520W),26990000,8,512,2.2,14,44,7,15.6,2
303,Laptop Asus TUF Gaming F15 FX507VV4 i9 13900H/16GB/512GB/8GB RTX4060/144Hz/Win11 (LP382W),35790000,16,512,2.2,14,55,5,15.6,2
304,Laptop Asus Gaming ROG Strix SCAR 17 G733PZ R9 7945HX/32GB/1TB/12GB RTX4080/240Hz/Balo/Chuột/Win11 (LL980W),78500000,32,1024,3,14,57,2,17.3,2
305,Laptop Asus Gaming ROG Strix G16 G614JU i7 13650HX/16GB/512GB/6GB RTX4050/165Hz/Win11 (N3777W),38190000,16,512,2.5,14,53,7,16,2
306,Laptop Asus Gaming ROG Strix SCAR 18 G834JY i9 13980HX/64GB/2TB/16GB RTX4090/240Hz/Balo/Chuột/Win11(N6039W),111500000,64,2048,3.1,14,56,1,18,2
307,Laptop Asus Gaming ROG Zephyrus M16 GU604VI i9 13900H/32GB/1TB/8GB RTX4070/240Hz/Balo/Win11 (NM779W),74990000,32,1024,2.1,14,55,3,16,2
308,Laptop Asus Gaming ROG Strix G18 G814JI i9 13980HX/32GB/1TB/8GB RTX4070/240Hz/Balo/Win11 (N6063W),65490000,32,1024,3,14,56,3,18,2
309,Laptop MacBook Pro 16 inch M2 Pro 2023 12-core CPU/16GB/1TB/19-core GPU,64990000,16,1024,2.15,1,24,26,16.2,2
310,Laptop Apple MacBook Pro 16 inch M2 Pro 2023 12-core CPU/16GB/512GB/19-core GPU,59390000,16,512,2.15,1,24,26,16.2,2
311,Laptop Asus Gaming ROG Strix G16 G614JI i7 13650HX/16GB/1TB/8GB RTX4070/240Hz/Balo/Win11 (N4084W),53990000,16,1024,2.5,14,53,3,16,2
312,Laptop HP Envy 16 h0205TX i9 12900H/32GB/512GB/6GB RTX3060/Touch/Win11 (7C0T2PA),53390000,32,512,2.32,8,238,8,16,2
313,Laptop HP Omen 16 n0085AX R9 6900HX/32GB/1TB SSD/8GB RTX3070Ti/165Hz/Win11 (7C144PA),51190000,32,1024,2.35,8,43,4,16.1,2
314,Laptop HP ZBook Firefly 16 G10 i7 1355U/16GB/512GB/4GB RTXA500/Win11 Pro (740J1AV),47190000,16,512,1.72,8,23,12,16,2
315,Laptop LG gram 2023 i7 1360P/16GB/1TB/Win11 (17Z90R-G.AH78A5),45190000,16,1024,1.35,11,34,15,17,2
316,Laptop Lenovo Thinkpad P16s Gen 1 i7 1260P/16GB/512GB/4GB QuadroT550/Win11 Pro (21BT0064VN),44490000,16,512,1.8,10,27,23,16,2
317,Laptop Lenovo Gaming Legion 5 16IRH8 i7 13700H/16GB/1TB/8GB RTX4060/165Hz/Win11 (82YA00DTVN),43990000,16,1024,2.4,10,48,5,16,2
318,Laptop Asus Vivobook Pro 16 OLED K6602VV i9 13900H/16GB/1TB/8GB RTX4060/Win11 (MX077W),43190000,16,1024,1.9,14,55,5,16,2
319,Laptop HP Elitebook Dragonfly G3 i7 1255U/16GB/1TB SSD/Touch/Win11 Pro (6Z980PA),41990000,16,1024,0.99,8,20,15,13.5,2
320,Laptop Asus Gaming ROG Strix SCAR 15 G533ZW i9 12900H/32GB/1TB/8GB RTX3070Ti/240Hz/Balo/Chuột/Win11 (LN134W),41990000,32,1024,2.3,14,238,4,15.6,2
321,Laptop Asus Zenbook S 13 OLED UX5304VA i7 1355U/32GB/1TB/Túi/Win11 (NQ126W),40990000,32,1024,1,14,23,15,13.3,2
322,Laptop HP Omen 16 n0087AX R7 6800H/16GB/1TB SSD/6GB RTX3060/165Hz/Win11 (7C0T7PA),40390000,16,1024,2.35,8,41,8,16.1,2
323,Laptop Apple MacBook Pro 13 inch M2 2022 8-core CPU/16GB/512GB/10-core GPU,39990000,16,512,1.4,1,24,24,13.3,2
324,Laptop LG gram Style 2023 i5 1340P/16GB/512GB/120Hz/Win11 (16Z90RS-G.AH54A5),39690000,16,512,1.25,11,36,15,16,2
325,Laptop Asus Gaming ROG Zephyrus G16 GU603VU i7 13620H/16GB/512GB/6GB RTX4050/165Hz/Win11 (N3898W),39590000,16,512,2,14,46,7,16,2
326,Laptop LG gram UltraSlim 2023 i5 1340P/16GB/512GB/Win11 (15Z90RT-G.AH55A5),38990000,16,512,0.99,11,36,15,15.6,2
327,Laptop Acer Gaming Predator Helios Neo 16 PHN16 71 7460 i7 13700HX/8GB/512GB/6GB RTX4050/165Hz/Win11 (NH.QLTSV.004),38990000,8,512,2.6,15,48,7,16,2
328,Laptop Asus TUF Gaming A15 FA507XI R9 7940HS/8GB/512GB/8GB RTX4070/144Hz/Win11 (LP420W),38990000,8,512,2.2,14,52,3,15.6,2
329,Laptop Asus Gaming ROG Zephyrus G14 GA402NJ R7 7735HS/16GB/512GB/6GB RTX3050/144Hz/Túi/Win11 (L4056W),37790000,16,512,1.72,14,42,9,14,2
330,Laptop Asus Zenbook S 13 OLED UX5304VA i7 1355U/16GB/512GB/Túi/Win11 (NQ125W),35090000,16,512,1,14,23,15,13.3,2
331,Laptop LG gram 2023 i7 1360P/16GB/512GB/Win11 (14Z90R-G.AH75A5),34690000,16,512,0.999,11,34,15,14,2
332,Laptop LG gram Style 2023 i5 1340P/16GB/512GB/90Hz/Win11 (14Z90RS-G.AH54A5),34690000,16,512,0.999,11,36,15,14,2
333,Laptop Apple MacBook Pro 13 inch M2 2022 8-core CPU/8GB/512GB/10-core GPU,34590000,8,512,1.4,1,24,24,13.3,2
334,Laptop Asus Gaming ROG Strix G16 G614JU i5 13450HX/8GB/512GB/6GB RTX4050/165Hz/Win11 (N3135W),34590000,8,512,2.5,14,45,7,16,2
335,Laptop LG gram 2in1 2023 i5 1340P/16GB/512GB/Touch/Pen/Win11 (14T90R-G.AH55A5),33990000,16,512,1.25,11,36,15,14,2
336,Laptop LG gram 2023 i5 1340P/16GB/256GB/Win11 (14Z90R-G.AH53A5),32490000,16,256,0.999,11,36,15,14,2
337,Laptop Asus Gaming TUF Dash F15 FX517ZR i7 12650H/8GB/512GB/8GB RTX3070/144Hz/Win11 (HN086W),31490000,8,512,2,14,40,6,15.6,2
338,Laptop Asus TUF Gaming F15 FX507ZM i7 12700H/16GB/512GB/6GB RTX3060/144Hz/Win11 (HN123W),28790000,16,512,2.2,14,44,8,15.6,2
339,Laptop Lenovo Yoga 7 14IRL8 i7 1360P/16GB/512GB/Touch/Pen/OfficeHS/Win11 (82YL006BVN),27990000,16,512,1.49,10,34,15,14,2
340,Laptop HP Gaming VICTUS 16 r0128TX i5 13450HX/16GB/512GB/144Hz/6GB RTX4050/Win11 (8C5N3PA),27890000,16,512,2.34,8,45,7,16.1,2
341,Laptop HP Gaming VICTUS 16 s0077AX R7 7840HS/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N6PA),27890000,16,512,2.34,8,50,9,16.1,2
342,Laptop Acer Nitro 5 Tiger AN515 58 773Y i7 12700H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001),27490000,8,512,2.5,15,44,9,15.6,2
343,Laptop Lenovo ThinkPad E14 Gen 5 i7 1355U/16GB/512GB/Win11 (21JK007XVN),27190000,16,512,1.53,10,23,15,14,2
344,Laptop HP Gaming VICTUS 16 r0130TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (8C5N5PA),25990000,16,512,2.34,8,39,9,16.1,2
345,Laptop Lenovo Yoga 7 14IRL8 i5 1340P/16GB/512GB/Touch/Pen/OfficeHS/Win11 (82YL006AVN),24990000,16,512,1.49,10,36,15,14,2
346,Laptop Lenovo ThinkPad E16 Gen 1 i7 1360P/16GB/512GB/Win11 (21JN006UVN),24990000,16,512,1.97,10,34,15,16,2
347,Laptop Acer Gaming Nitro 5 AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),24490000,8,512,2.5,15,44,9,15.6,2
348,Laptop Asus TUF Gaming F15 FX507ZC i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN124W),24390000,8,512,2.2,14,44,9,15.6,2
349,Laptop Gigabyte Gaming G5 i5 12500H/8GB/512GB/6GB RTX4050/144Hz/Win11 (MF-E2VN333SH),22790000,8,512,1.9,16,38,7,15.6,2
350,Laptop Gigabyte Gaming G5 i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (MF-F2VN313SH),22790000,16,512,1.9,16,30,7,15.6,2
351,Laptop Dell Vostro 3400 i7 1165G7/8GB/512GB/2GB MX330/Office H&S/Win11 (V4I7015W1),20890000,8,512,1.64,5,13,16,14,2
352,Laptop Asus Vivobook 14X OLED S3405VA i5 13500H/16GB/512GB/Win11 (KM072W),19990000,16,512,1.4,14,39,15,14,2
353,Laptop Asus Vivobook 15X OLED S3504VA i5 1340P/16GB/512GB/Win11 (L1226W),18990000,16,512,1.7,14,36,15,15.6,2
354,Laptop HP Pavilion 15 eg2062TX i5 1235U/8GB/512GB/2GB MX550/Win11 (7C0W7PA),18190000,8,512,1.74,8,19,13,15.6,2
355,Laptop HP Pavilion 15 eg2036TX i5 1235U/8GB/512GB/2GB MX550/Win11 (6K782PA),16990000,8,512,1.74,8,19,13,15.6,2
356,Laptop Acer Aspire 5 Gaming A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16990000,16,512,1.7,15,33,11,15.6,2
357,Laptop Acer Predator Helios PH16 71 94N1 i9 13900HX/32GB/2TB/12GB RTX4080/240Hz/Win11 (NH.QJSSV.002),0,32,2048,2.6,15,55,2,16,2
358,Laptop Acer Predator Helios PH18 71 94SJ i9 13900HX/32GB/2TB/12GB RTX4080/240Hz/Win11 (NH.QKRSV.002),0,32,2048,3.1,15,55,2,18,2
359,Laptop Acer Gaming Nitro 17 Phoenix AN17 51 50B9 i5 13500H/8GB/512GB/6GB RTX4050/165Hz/Win11 (NH.QK5SV.001),0,8,512,3,15,39,7,17.3,2
360,Laptop Acer Gaming Predator Helios Neo 16 PHN16 71 54CD i5 13500HX/8GB/512GB/6GB RTX4050/165Hz/Win11 (NH.QLTSV.001),0,8,512,2.6,15,39,7,16,2
361,Laptop Acer Gaming Predator Helios Neo 16 PHN16 71 74BA i7 13700HX/16GB/512GB/8GB RTX4060/165Hz/Win11 (NH.QLUSV.004),0,16,512,2.6,15,48,5,16,2
362,Laptop Apple MacBook Air 13 inch M1 2020 8-core CPU/8GB/256GB/7-core GPU,18990000,8,256,1.29,1,21,27,13.3,2
363,Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U/16GB/512GB/Win11 (82XS002KVN),15990000,16,512,1.17,10,26,20,14,2
364,Laptop Apple MacBook Air 13 inch M2 2022 8-core CPU/8GB/256GB/8-core GPU,26790000,8,256,1.24,1,24,28,13.6,2
365,Laptop Masstel E116 N4020/4GB/128GB/Win10 Pro,2990000,4,512,0.92,0,1,18,11.6,2
366,Laptop Acer Swift 3 SF314 512 56QN i5 1240P/16GB/512GB/Win11 (NX.K0FSV.002),18490000,16,512,1.2,15,28,15,14,2
367,Laptop HP EliteBook 630 G9 i7 1255U/16GB/512GB/Win11 (6M146PA),23790000,16,512,1.28,8,20,18,13.3,2
368,Laptop Lenovo ThinkPad X1 Carbon Gen 10 i7 1260P/16GB/512GB/Touch/Win11 (21CB00A8VN),47490000,16,256,1.12,10,27,15,14,2
369,Laptop Surface Pro 9 i7 1255U/16GB/256GB/Touch/120Hz/Win11,44990000,16,1024,0.879,2,20,15,13,2
370,Laptop HP Elitebook Dragonfly G3 i7 1255U/16GB/1TB SSD/Touch/Win11 Pro (6Z980PA),41990000,16,1024,0.99,8,20,15,13.5,2
371,Laptop Asus Zenbook S 13 OLED UX5304VA i7 1355U/32GB/1TB/Túi/Win11 (NQ126W),40990000,32,512,1,14,23,15,13.3,2
372,Laptop LG gram Style 2023 i5 1340P/16GB/512GB/120Hz/Win11 (16Z90RS-G.AH54A5),39690000,16,512,1.25,11,36,15,16,2
373,Laptop LG gram UltraSlim 2023 i5 1340P/16GB/512GB/Win11 (15Z90RT-G.AH55A5),38990000,16,512,0.99,11,36,15,15.6,2
374,Laptop Apple MacBook Air 13 inch M2 2022 8-core CPU/16GB/512GB/10-core GPU,37690000,16,512,1.24,1,24,24,13.6,2
375,Laptop Lenovo Yoga Duet 7 13ITL6 i7 1165G7/16GB/1TB/Touch/Pen/Win11 (82MA009PVN),36490000,16,512,1.168,10,13,15,13,2
376,Laptop Asus Zenbook S 13 OLED UX5304VA i7 1355U/16GB/512GB/Túi/Win11 (NQ125W),35090000,16,512,1,14,23,15,13.3,2
377,Laptop LG gram 2023 i7 1360P/16GB/512GB/Win11 (14Z90R-G.AH75A5),34690000,16,512,0.999,11,34,15,14,2
378,Laptop LG gram Style 2023 i5 1340P/16GB/512GB/90Hz/Win11 (14Z90RS-G.AH54A5),34690000,16,512,0.999,11,36,15,14,2
379,Laptop LG gram 2in1 2023 i5 1340P/16GB/512GB/Touch/Pen/Win11 (14T90R-G.AH55A5),33990000,16,256,1.25,11,36,15,14,2
380,Laptop LG gram 2023 i5 1340P/16GB/256GB/Win11 (14Z90R-G.AH53A5),32490000,16,256,0.999,11,36,15,14,2
381,Laptop MSI Prestige 13 Evo A13M i7 1360P/16GB/1TB/Balo/Win11 (081VN),31490000,16,256,0.99,12,34,15,13.3,2
382,Laptop Surface Pro 9 i5 1235U/8GB/256GB/Touch/120Hz/Win11,29990000,8,512,0.879,2,19,15,13,2
383,Laptop Lenovo Yoga Duet 7 13ITL6 i5 1135G7/8GB/512GB/Touch/Pen/Win11 (82MA009NVN),28490000,8,128,1.168,10,10,15,13,2
384,Laptop Surface Pro 9 i5 1235U/8GB/128GB/Touch/120Hz/Win11,26590000,8,512,0.879,2,19,15,13,2
385,Laptop HP Elitebook 630 G9 i5 1235U/16GB/512GB/Win11 (7K9H3PA),20790000,16,512,1.28,8,19,18,13.3,2
386,Laptop HP Elitebook 630 G9 i5 1235U/8GB/512GB/Win11 (6M143PA),19090000,8,512,1.28,8,19,18,13.3,2
387,Laptop Acer Swift 3 SF314 511 55QE i5 1135G7/16GB/512GB/Win11 (NX.ABNSV.003),17690000,16,512,1.19,15,10,15,14,2
